Transaction,Status,Txnauthid,TxnDateTime,Txntype,Txnstatus,Error_Type,Errorcode,Error_Msg,Responsecode,Response_Description
Generate MMID,PASS,809309246277,2018-04-03 09:44:01.0,APIM,C,-,null,null,00,null
IMPSP2PInstantPayment,PASS,809309246278,2018-04-03 09:44:03.0,APQI,C,-,null,null,00,-
IMPSP2PAddBeneficiaryPreConfirmation,PASS,809309246279,2018-04-03 09:44:07.0,APW1,C,-,null,null,00,null
IMPSP2PAddBeneficiaryconfirmation,PASS,809309246280,2018-04-03 09:44:08.0,APW2,C,-,null,null,00,null
IMPSP2PBeneficiaryPaymentListenquiry,PASS,809309246281,2018-04-03 09:44:09.0,APW3,C,-,null,null,00,null
IMPSP2PBeneficiaryPaymentListenquiry,PASS,809309246282,2018-04-03 09:44:10.0,APW3,C,-,null,null,00,null
IMPSP2PBeneficiaryPaymentConfirmation,PASS,809309246283,2018-04-03 09:44:11.0,APW4,C,-,null,null,00,-
IMPSP2PBeneficiarySearchListenquiryWKw,PASS,809309246284,2018-04-03 09:44:15.0,APD9,C,-,null,null,00,null
IMPSP2PBeneficiarySearchListenquiryWoKw,PASS,809309246285,2018-04-03 09:44:16.0,APD9,C,-,null,null,00,null
IMPSP2PDeleteBeneficiaryListenquiry,PASS,809309246286,2018-04-03 09:44:17.0,AP5L,C,-,null,null,00,null
IMPSP2PDeleteBeneficiaryListenquiry,PASS,809309246287,2018-04-03 09:44:19.0,AP5L,C,-,null,null,00,null
IMPSP2PDeleteBeneficiaryConfirmation,PASS,809309246288,2018-04-03 09:44:21.0,AP5D,C,-,null,null,00,null
Generate MMID,PASS,809309246289,2018-04-03 09:44:22.0,APIM,C,-,null,null,00,null
IMPSP2PInstantPayment,PASS,809309246290,2018-04-03 09:44:23.0,APQI,C,-,null,null,00,-
Generate MMID,PASS,809309246291,2018-04-03 09:44:27.0,APIM,C,-,null,null,00,null
IMPSP2PInstantPayment,FAIL,809309246292,2018-04-03 09:44:28.0,APQI,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
Generate MMID,PASS,809309246293,2018-04-03 09:44:29.0,APIM,C,-,null,null,00,null
IMPSP2PInstantPayment,FAIL,809309246294,2018-04-03 09:44:30.0,APQI,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
IMPSP2PBeneficiaryPaymentConfirmation,FAIL,809309246295,2018-04-03 09:44:31.0,APW4,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2PBeneficiaryPaymentConfirmation,FAIL,809309246296,2018-04-03 09:44:32.0,APW4,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
Generate MMID,PASS,809309246297,2018-04-03 09:44:34.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPayment,PASS,809309246298,2018-04-03 09:44:35.0,APK1,C,-,null,null,00,-
IMPSP2AAddBeneficiary,PASS,809309246299,2018-04-03 09:44:39.0,APK2,C,-,null,null,00,null
