Transaction,Status,Txnauthid,TxnDateTime,Txntype,Txnstatus,Error_Type,Errorcode,Error_Msg,Responsecode,Response_Description
Generate MMID,PASS,809310246392,2018-04-03 10:24:04.0,APIM,C,-,null,null,00,null
IMPSP2PInstantPayment,PASS,809310246393,2018-04-03 10:24:06.0,APQI,C,-,null,null,00,-
IMPSP2PAddBeneficiaryPreConfirmation,PASS,809310246394,2018-04-03 10:24:10.0,APW1,C,-,null,null,00,null
IMPSP2PAddBeneficiaryconfirmation,PASS,809310246395,2018-04-03 10:24:11.0,APW2,C,-,null,null,00,null
IMPSP2PBeneficiaryPaymentListenquiry,PASS,809310246396,2018-04-03 10:24:13.0,APW3,C,-,null,null,00,null
IMPSP2PBeneficiaryPaymentListenquiry,PASS,809310246397,2018-04-03 10:24:14.0,APW3,C,-,null,null,00,null
IMPSP2PBeneficiaryPaymentConfirmation,PASS,809310246398,2018-04-03 10:24:15.0,APW4,C,-,null,null,00,-
IMPSP2PBeneficiarySearchListenquiryWKw,PASS,809310246399,2018-04-03 10:24:20.0,APD9,C,-,null,null,00,null
IMPSP2PBeneficiarySearchListenquiryWoKw,PASS,809310246400,2018-04-03 10:24:22.0,APD9,C,-,null,null,00,null
IMPSP2PDeleteBeneficiaryListenquiry,PASS,809310246401,2018-04-03 10:24:23.0,AP5L,C,-,null,null,00,null
IMPSP2PDeleteBeneficiaryListenquiry,PASS,809310246402,2018-04-03 10:24:24.0,AP5L,C,-,null,null,00,null
IMPSP2PDeleteBeneficiaryConfirmation,PASS,809310246403,2018-04-03 10:24:25.0,AP5D,C,-,null,null,00,null
Generate MMID,PASS,809310246404,2018-04-03 10:24:26.0,APIM,C,-,null,null,00,null
IMPSP2PInstantPaymentWithInvalidMMID,PASS,809310246405,2018-04-03 10:24:27.0,APQI,C,-,null,null,00,-
Generate MMID,PASS,809310246406,2018-04-03 10:24:31.0,APIM,C,-,null,null,00,null
IMPSP2PInstantPaymentWithExceededAmount,FAIL,809310246407,2018-04-03 10:24:32.0,APQI,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
Generate MMID,PASS,809310246408,2018-04-03 10:24:33.0,APIM,C,-,null,null,00,null
IMPSP2PInstantPaymentWithInsufficientAmount,FAIL,809310246409,2018-04-03 10:24:34.0,APQI,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
IMPSP2PBeneficiaryPaymentConfirmationwithExceededAmount,FAIL,809310246410,2018-04-03 10:24:36.0,APW4,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
IMPSP2PBeneficiaryPaymentConfirmationwithInsufficientAmount,FAIL,809310246411,2018-04-03 10:24:37.0,APW4,F,C,null,null,09,Beneficiary not registered. Please register the Beneficiary and proceed
Generate MMID,PASS,809310246412,2018-04-03 10:24:38.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPayment,PASS,809310246413,2018-04-03 10:24:40.0,APK1,C,-,null,null,00,-
IMPSP2AAddBeneficiary,PASS,809310246414,2018-04-03 10:24:43.0,APK2,C,-,null,null,00,null
IMPSP2AAddBeneficiaryconfirmation,PASS,809310246415,2018-04-03 10:24:44.0,APK3,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentListenquiry,PASS,809310246416,2018-04-03 10:24:46.0,APK4,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentListenquiry,PASS,809310246417,2018-04-03 10:24:47.0,APK4,C,-,null,null,00,null
IMPSP2ABeneficiaryPaymentConfirmation,PASS,809310246418,2018-04-03 10:24:49.0,APK5,C,-,null,null,00,-
IMPSP2ABeneficiarySearchListenquiry,PASS,809310246419,2018-04-03 10:24:53.0,AP4W,C,-,null,null,00,null
IMPSP2ABeneficiarySearchListenquiry,PASS,809310246420,2018-04-03 10:24:54.0,AP4W,C,-,null,null,00,null
IMPSP2ADeleteBeneficiaryListenquiry,PASS,809310246421,2018-04-03 10:24:56.0,AP6L,C,-,null,null,00,null
IMPSP2ADeleteBeneficiaryConfirmation,PASS,809310246422,2018-04-03 10:24:57.0,AP6D,C,-,null,null,00,null
Generate MMID,PASS,809310246423,2018-04-03 10:24:58.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentWithRandomAccandIFSCcode,FAIL,809310246424,2018-04-03 10:25:00.0,APK1,F,C,null,null,09,NBIN not configured for the entered IFS Code
Generate MMID,PASS,809310246425,2018-04-03 10:25:02.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentWithExceededAmount,FAIL,809310246426,2018-04-03 10:25:04.0,APK1,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
Generate MMID,PASS,809310246427,2018-04-03 10:25:05.0,APIM,C,-,null,null,00,null
IMPSP2AInstantPaymentWithInsufficientAmount,FAIL,809310246428,2018-04-03 10:25:06.0,APK1,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
IMPSP2AAddBeneficiaryWithRandomAccandIFSCcode,FAIL,809310246429,2018-04-03 10:25:07.0,APK2,F,C,null,null,09,Invalid IFS code
IMPSP2ABeneficiaryPaymentConfirmationWithExceedeAmount,FAIL,809310246430,2018-04-03 10:25:08.0,APK5,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
IMPSP2ABeneficiaryPaymentConfirmationWithInsufficientAmount,FAIL,809310246431,2018-04-03 10:25:09.0,APK5,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
IMPSP2UInstantPayment,PASS,809310246432,2018-04-03 10:25:11.0,AP1U,C,-,null,null,00,-
impsP2UAddBenPreConf,PASS,809310246433,2018-04-03 10:25:14.0,AP2U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,PASS,809310246434,2018-04-03 10:25:15.0,AP3U,C,-,null,null,00,null
IMPSP2UBeneficiaryPaymentListenquiryWKw,PASS,809310246435,2018-04-03 10:25:16.0,AP4U,C,-,null,null,00,null
IMPSP2UBeneficiaryPaymentListenquiryWoKw,PASS,809310246436,2018-04-03 10:25:18.0,AP4U,C,-,null,null,00,null
IMPSP2UAddBeneficiaryconfirmation,PASS,809310246437,2018-04-03 10:25:20.0,AP5U,C,-,null,null,00,-
IMPSP2UBeneficiarySearchListenquiry,PASS,809310246438,2018-04-03 10:25:24.0,AP6U,C,-,null,null,00,null
IMPSP2UBeneficiarySearchListenquiryWoKw,PASS,809310246439,2018-04-03 10:25:25.0,AP6U,C,-,null,null,00,null
IMPSP2UDeleteBeneficiaryListenquiry,PASS,809310246440,2018-04-03 10:25:26.0,AP7U,C,-,null,null,00,null
IMPSP2UDeleteBeneficiaryListenquiry,PASS,809310246441,2018-04-03 10:25:28.0,AP7U,C,-,null,null,00,null
IMPSP2UDeleteBeneficiaryConfirmation,PASS,809310246442,2018-04-03 10:25:29.0,AP8U,C,-,null,null,00,null
IMPSP2UInstantPaymentWithInvalidAadhar,PASS,809310246443,2018-04-03 10:25:30.0,AP1U,C,-,null,null,00,-
IMPSP2UInstantPaymentWithExceededAmount,FAIL,809310246444,2018-04-03 10:25:34.0,AP1U,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
IMPSP2UInstantPaymentWithInsufficientAmount,FAIL,809310246445,2018-04-03 10:25:35.0,AP1U,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
IMPSP2UBeneficiaryPaymentConfirmationWithExceededAmount,FAIL,809310246446,2018-04-03 10:25:36.0,AP5U,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
IMPSP2UBeneficiaryPaymentConfirmationWithInsufficientAmount,FAIL,809310246447,2018-04-03 10:25:37.0,AP5U,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
